SALE_PRC,LAND_SQFOOT,OCEAN_DIST,WATER_DIST,CENTER_DIST,HIGHWAY_DIST,HOUSE_AGE
163200,7875,40818.5,1462.5,54906.9,2219.9,62
210000,7875,43015.3,1810.3,55870.8,1849.2,34
112000,7875,42943.6,1808.5,55848.3,1850.1,64
117000,7875,42943.6,1808.5,55848.3,1850.1,64
145000,7875,42499.1,1797,55710.8,1853.1,67
166500,7500,41207.8,2044.8,55562.8,1635.2,63
169900,7875,42694.2,2316.5,56248.5,1333.7,33
260000,12325,47787.2,2376.3,58299.3,950.9,55
190000,6420,45944.8,2456,57611.2,1053.8,60
208000,6420,46094.4,2416.2,57681.9,1035.2,60
187000,8025,40736.9,2483.1,55842.5,1171,62
189600,8025,41623.5,2578.1,56181.3,1063.8,43
195000,8560,48051.9,2707,58636.3,771.9,43
190000,8560,46213.2,2552.7,57886.5,836.3,43
153000,8071,41918.8,2733.8,56419.1,910.9,63
225000,6292,48322.1,2918.8,58845.8,664.6,6
215000,7875,42584.6,2832,56697.1,811.8,28
2.00E+05,9000,47835.1,2916.9,58820.5,428.1,40
205000,12900,47371.9,2834.6,58646.2,426.5,27
165000,8100,41739.1,2999.9,56607.8,638.8,63
210000,9266,46295.6,2911.2,58255.5,424.8,34
215000,7875,43128.2,3109.8,57107,545.5,29
165000,7350,42935.4,3363.5,57287.3,283.7,40
210000,7875,42433.1,3350,57134.8,289.6,40
184000,10409,42498.8,3507.4,57299.6,125.3,63
210000,5400,40835.5,9683.1,34597.8,13128.2,54
190000,5400,40783.7,9763,34519.9,13105.7,58
330000,5607,41570,9274.4,35492,13680,29
270000,12384,42533.5,8128.6,36858.8,14360.9,67
190000,5520,41712.7,9461.1,35598.5,13842.4,30
230000,5520,41556.3,9709.1,35363.2,13762.5,53
189000,8280,41045.6,10476,34596.4,13528.2,67
233000,8280,41045.6,10476,34596.4,13528.2,67
285000,8400,42294.2,9263.9,36277.3,14330.4,67
230000,5600,42130.6,9531,36027.5,14232.9,60
225000,5680,42610.2,9081.3,36672.1,14584.9,60
315000,10350,41994.7,10022.7,35740.9,14230.7,37
310000,5265,45435.4,6021.2,40499,11681.3,4
195000,5738,46053.4,5496.2,41296,10774.3,54
255000,11040,41775,11063.8,35215.7,14316.8,63
294500,8400,42723.3,10033.6,36516.2,14879.8,66
249000,6900,42217.5,10825.4,35764.1,14632.3,61
290000,7728,45902.8,6331.8,40912.9,11612.7,21
235000,8625,46401.8,5952.8,41530.9,10885.3,64
283000,7866,46577.3,6089.4,41677.7,10868.2,24
240000,8280,42660.7,11137.9,36153.3,15101.3,66
227000,8280,42311.5,11687.6,35628,14937.5,66
290000,8460,45702,7478.4,40391.8,12783.6,19
270000,5440,43466.3,10637.1,37154.6,15675.6,45
240000,5440,42643.2,11935.7,35924.1,15284,59
3.00E+05,12339,44153,10031,38046.5,16176.2,67
303000,8340,47118.4,6887.7,42029.7,11136.1,65
3.00E+05,5520,44253.9,10578,38010.8,16371,18
220000,7725,43425.3,11827.5,36787.4,15948.2,63
250000,8625,43558.6,11770.4,36942.9,16052.7,67
244000,6000,47442,7306.4,42258.2,11251.8,26
260000,5500,47821.6,7286.1,42660.5,10936.1,65
260000,8280,44969,10897.8,38687.7,16564.4,67
220000,5738,44438.3,11697.9,37914.3,16792.2,21
277900,5500,47523.5,7785.1,42211.9,11594.9,43
317000,9200,45731.9,10068,39722.4,15147.7,64
230000,5520,45351.7,10627.7,39169.2,16000.1,62
295900,7725,43946.7,11523,37094,16643.1,68
2.00E+05,8280,46110.9,9913.3,40168.3,14695.1,67
260000,5520,45493.9,10828.3,39268.9,16080.2,18
295000,8280,46543.7,9571.4,40719.2,14026.1,62
255000,6900,44235,11656.7,37430.2,16873.4,27
220000,8280,46685.9,9768.4,40817.6,14097,63
247000,6000,47982.6,8293.4,42563.6,11692.4,24
275000,6092,48464.2,7772.2,43200,10842.6,24
260000,6695,44436.4,11414.5,37574.4,17116.2,67
242500,6180,44405.6,11159.7,37479,17147,67
212100,8625,46279.5,10630.8,40156.5,15240.3,62
245000,10350,46145.8,10819.5,39961,15525.1,62
280000,6180,44499.8,11190.8,37584.7,17226.5,22
235000,8280,47407.3,9689.6,41602.8,13443.8,16
241000,5240,45160.6,11141.9,38432.9,17677.7,60
280000,7450,46668.2,10793.5,40531,15087.6,26
257500,6600,47851.2,9410.1,42146,12833.3,24
260000,7313,45401.1,11009.7,38708.7,17870.1,24
250000,7308,45317,11007.5,38583.6,17831.5,65
296000,8220,45796.9,10804.8,39180.8,17403.9,56
260000,4979,46911,10832.2,40711.8,15128.5,25
359000,6507,49594.4,8459.2,44221.4,10575.7,0
349000,5539,49574,8477.5,44193.4,10618.3,0
270000,6900,46507.8,10337.1,39956.1,16774.6,20
260000,8220,46320.6,10335.8,39687.9,17189.3,67
260000,8280,48863.1,9400.6,43213.4,12010.3,64
287000,8280,47819.9,10384.9,41738.5,14208.3,64
350000,11120,49651.8,8612,44236,10662.5,65
235000,5000,45375.9,10013.5,38216.2,17770.2,54
247500,5520,47031.4,9997.6,40542,16249.8,28
260000,8500,46054.1,9998.1,39079.2,18690.5,61
277000,5000,45735.6,10011.2,38593.3,18017.6,12
242000,6850,46480.1,9804.8,39640.6,17955.6,68
225000,4000,46260.6,9802.4,39260.1,18689.5,42
291000,8000,46075.5,9646.2,38915.8,18109.4,67
270000,6900,48253.8,9642.2,42010.2,14586.4,66
195000,6900,47480.5,9471.5,40915.4,16302.7,67
245000,6850,47007,9476.2,40232.5,17415.4,67
250000,4000,46237.6,9568,39097,18268.8,28
261000,8280,49133.8,9658.9,43093.6,13307.5,61
275000,4000,46663.3,9152.4,39496.7,18365,25
206000,8000,46633.7,9074.4,39446.2,18260.3,72
229000,3200,47172,8905.6,40119.8,18468.5,18
242600,6900,49188.9,8965.6,42932.1,14107.7,66
185000,6900,48793.2,8770,42372,14994,65
295000,7452,48229.6,8658.8,41575.9,16264.8,67
250000,6900,49856.9,8911.7,43718.7,13275.2,68
247500,8280,48456.1,8130,41633,16853.4,27
305000,5000,47649.4,8175.7,40428.6,18601.5,10
335000,6350,48281.6,8007.3,41317.4,17569.6,67
240000,6300,50200,8245.6,43895.8,13681.9,62
279000,13500,51243.1,9074.1,45332.3,11541.1,61
286200,8700,49578.6,7896.6,43053,14994.9,62
262000,6300,50133,8098.5,43769.8,13959.4,32
3.00E+05,6900,50379.4,8194.9,44091.8,13506.1,22
256000,7080,49694.7,7776.6,43150.3,15010.5,62
275000,8100,50553.8,8085.6,44282.6,13389.5,22
190000,7000,47319.1,7621.8,40670.1,18220.9,65
255000,6700,49653.3,7510.3,43005.3,15482.8,40
286000,9711,50200.9,7562.9,43700.3,14501.7,28
225000,7000,47068.1,7477.1,40653.8,17968.3,59
220000,7000,47308.6,7406.5,40846.4,18207.5,62
225000,7000,47062.5,7338.1,40773.7,17960.6,32
290000,5360,49911.7,7180.3,43211.3,15585.2,57
238000,6700,49614.3,7120.6,42789.4,16282.9,52
260000,10720,49377.9,7122.8,42452,16810.8,76
269900,7000,47554.2,7118.4,41226.4,18450.1,69
250000,4850,50076.1,6846.4,43286.6,15879.7,19
303000,7490,47517.5,6834.7,41381.3,18413.3,17
306000,5820,49874.2,6666.4,42919.4,16710.6,21
310000,9660,52309.5,8105.7,46250.1,11539.9,24
305000,10248,48814.4,6662.6,42281.8,17774.7,58
350000,9590,51894.3,7599.7,45670.7,12448.8,14
255000,9590,51734.1,7419.2,45445.2,12802.7,63
290000,7981,51494.1,7167.7,45103.6,13355,30
230000,8400,50190.8,6471.2,43294.3,16291.3,62
262000,7409,49879.5,6471.3,43025.9,16750.7,60
270000,7228,49682.7,6471.6,42912.5,16947.9,40
270000,7500,48663.2,6479.6,42339.6,17962.6,58
250000,6300,51485.8,6864.8,45016.2,13717.5,32
340000,7700,52436.5,7800.1,46304.1,11737,18
205000,8400,49384.3,6333.1,42852.5,17229.1,59
240000,9800,49447.1,6150.7,43052.9,17162.9,60
305000,8400,48530.6,6020.2,42638.2,18091.3,60
295000,8040,51221.8,5924.8,44435.5,15277,62
250000,8340,49784.5,5815.3,43514.2,16834.1,60
313000,7526,53395.6,7935.5,47355.8,10847.8,23
295000,7526,53229.1,7688.5,47126.3,11204.4,63
2.00E+05,5640,48327.2,5832.1,42684.1,18312.9,58
275000,7920,51988.7,5932.1,45355.7,14181,25
298000,7420,52788.6,6536.5,46389.7,12689.5,18
280000,8040,51657,5548.3,44992.5,14965.4,26
350000,10140,53766.6,7535.2,47657.5,10935.7,22
282500,7280,53580.6,7136.1,47366.9,11450.9,52
3.00E+05,7280,53676,6868.1,47409.1,11616.2,27
207500,8400,50547.7,5027.2,44622.5,16059.1,62
247000,8100,52925.6,5699.9,46353,13416,22
285000,9112,53488.7,5880.3,47005.5,12699.1,62
190000,7938,53662.8,6087.6,47228.8,12376.3,62
250000,8024,50810.9,4615.8,45224.9,15727.9,52
290000,7490,54428.2,6862.4,48188.9,11117.3,27
230000,8100,52587.7,5012.1,46380.7,13979.9,24
290000,7620,51746.6,4659.4,45881.5,14819.4,53
320000,7620,51072.8,4287.2,45653.8,15484.7,21
217900,7905,55128.1,6938.5,48910.9,10638.5,63
245000,7140,54800.6,6141.4,48416,11542.2,63
230000,6119,51269.6,3956.3,46150.1,15240.3,56
211000,5502,50537.5,3728.6,45739.1,16018.5,59
262500,8340,50417.6,3715.5,45672.3,16120.8,25
230000,8340,50357.6,3709.9,45638.6,16180.8,35
345000,6300,54070.5,5308.8,48028.4,12460.6,22
250000,7140,54881.2,5921.4,48572.2,11618.4,63
290000,8129,54741.3,5815.1,48484.6,11770.7,58
290000,8400,48975.7,3371.9,45159.4,16522.7,62
290000,8007,55685.9,6619.3,49398.5,10640.1,27
250000,7259,54580.2,5555.8,48576.1,11909.9,63
212000,6300,54338.9,5360.3,48427.3,12166.7,63
220000,6300,54164.8,5221.5,48320.4,12344.7,63
255000,6300,53866.6,4989.2,48138.8,12641.4,28
220000,5600,51153.9,3364,46540.6,15378.4,71
248000,8400,50301.5,3190.5,46055,16214.8,59
2.00E+05,8340,51714.7,3474.8,46979.5,14789.5,64
3.00E+05,9035,51571.1,3237.1,47064.1,14915,63
238000,7612,53998.6,4841.5,48641.3,12447.6,56
205000,5400,42475.4,961.8,39242.9,9547.1,57
290000,12250,45195.8,2667.9,41281.2,8946,38
250000,5283,46832.4,1629.2,43564.4,6611.3,61
270000,5300,46867.2,1767.1,43537.7,6716.7,60
2.00E+05,5500,46709.7,2066.9,43223.1,7131.2,54
280000,8160,47199.3,1702.2,43934.1,6398,59
250000,6500,47892,1656.9,44685,5783,55
175000,8294,47673,2343.5,44141.6,6615.2,57
220000,5000,46518,3903.2,42199.8,9061.8,58
175000,5160,47600,3389.4,43570.8,7711.9,67
260000,7500,46440.3,5116.3,41791.9,10130.1,61
275000,6975,49643.1,1231.6,46733.5,3965.6,4
270000,8100,48474.7,2819.6,44780.7,6434.7,58
320000,7980,48616,2636.4,45021.4,6139.2,58
290000,4256,49714.5,1300.8,46800.7,4005,4
2.00E+05,6750,47787.5,4153,43436.1,8284.6,54
250000,6750,47757.2,4185,43396.7,8334.6,60
260000,8100,49591.1,1753.5,46462.5,4518.1,28
3.00E+05,7500,46696.1,5528.1,41946.7,10281.2,61
220000,8100,50293.3,1122.2,47485.9,3367.9,57
309900,5160,49021.7,2765.6,45400.5,5943.6,18
365000,6650,49938.1,2017.5,46700.1,4468.4,17
266000,7500,47000.4,5628.2,42235.5,10130,56
320000,9300,48759.9,3677.3,44690.3,7033.6,42
210000,7956,47463.1,5570.2,42729.1,9717.5,61
2.00E+05,7575,47717.9,5438.7,43025.9,9404.8,61
275000,7575,47362.3,5834,42556.3,10023,56
290000,7878,49213.6,3706.2,45164.7,6683.6,38
224900,8199,48972,4096.5,44725.4,7270.1,54
172000,6750,48626.3,4557.1,44193.1,7970.1,68
205000,6750,48626.3,4557.1,44193.1,7970.1,68
270000,6750,48597.6,4894.2,44077.7,8273.9,52
275000,6600,51174.5,1799.5,48114.8,3276.6,28
293000,6299,50515.1,2674.2,47029.6,4624.8,23
210000,6800,48439.3,5311.5,43808.2,8748.4,60
320000,8400,50972,2446.8,47624.7,4053.9,53
255000,8400,50856.1,2599.6,47434.5,4291.7,24
275000,6750,48771.3,5232.9,44170.5,8423.2,60
325000,6360,51347.2,2123.6,48152,3430.1,52
274000,6600,51436.1,2028.5,48294,3280.3,52
260000,7500,48328.4,5920.9,43535.1,9344.2,41
325000,6400,48643.6,5610.9,43943.4,8843.5,26
335000,9000,47973.1,6468.9,43025.3,10091.9,61
260000,7500,48188.3,6234.7,43310.3,9724.8,61
290000,8100,51363.6,2822.2,47878.7,4090.7,21
199000,5400,49667.1,5055.8,45139,7583.5,45
295000,9180,50198.9,4449.2,45899.4,6605.5,55
210000,3812,50730.1,4593.3,46396.4,6319.9,32
285000,2850,51013.4,4620,46722.2,6104.9,12
235000,2850,51446.4,5364.8,46883.3,6431.6,29
290000,3279,51537.4,5312.6,46998.5,6347.1,19
290000,7990,49557.7,7514.4,44407.6,9755.8,55
325000,8400,50393.5,6604.4,45500.5,8312,55
275000,7650,50742.4,6609,45857.6,8036.6,60
265000,7650,50202.8,7224,45148.4,8990.9,60
270000,4796,51933.2,5607.1,47323.7,6245.9,38
295000,7650,50459.4,7567,45332.1,9090.1,60
225000,2850,52076.4,5877,47409.9,6372.8,30
430000,13630,50131.9,8315.4,44811.9,10016.5,34
233000,5994,50466.1,8323.1,45155.8,9758.4,55
255000,5280,52609,6272.7,47866.3,6293.7,39
289000,4389,52243.1,6701.2,47387.7,6939.8,18
240000,7500,51224.1,8677.7,45864.6,9474.4,59
270000,7875,53314,6351.2,48577,5819.1,59
295000,8925,53043.5,6639.9,48230,6269.6,59
253000,7500,52557.4,7248.9,47585,7165.3,58
343000,9375,52098.1,7735.7,46989.1,7933,56
240000,7500,53035.3,7101.7,48114,6666.2,59
3.00E+05,7650,53310.4,7050,48408.9,6409.7,59
265000,7500,53329,8824.8,48028.2,7930,59
340000,7500,54611.1,7545.7,49644.9,5819.4,14
365000,7500,54525.4,7641.7,49535,5970,14
339000,7500,54441.3,8154.4,49332.6,6474.9,59
335000,7500,53256,9514.1,47792,8609.4,14
325000,9000,54095.4,8807.7,48827.8,7321.6,24
325000,9000,53526.9,9902.4,47986.3,8744,60
305000,9000,53320.6,9876.5,47714.4,9124.3,58
316500,9000,53198.5,9712.8,47553.1,9359.8,60
250000,6000,36776.7,4641.1,31876,8359.3,66
260000,6750,38514.5,2861.4,34287.1,9623.9,37
255000,6000,35703.2,6333.3,30149.2,7778.2,66
2.00E+05,7169,36107.6,6063.8,30688.9,8059.5,66
176100,6000,37024.6,5327.4,31914.3,8776.1,66
255000,6750,39039.2,3033.5,34771.2,10150.7,24
244000,6000,36754,5691.3,31502,8576.5,66
260000,6750,38642.5,3508.5,34207.7,9820.3,66
289000,6750,38530.2,3646.9,34047.7,9732.6,44
3.00E+05,6000,36275,6327.8,30770.9,8273.2,66
195000,7074,36977.5,5839.6,31678.8,8814.2,66
213000,9120,40855.8,1866.6,36985.5,11741.4,66
256000,6750,41309.7,1428,37723.9,10960.9,58
220000,6750,39088.1,3908.2,34540.1,10302.4,80
250000,6750,38767.7,4308.7,34079.5,10067.9,29
255000,6750,40722.2,2220.3,36751.7,11772.3,52
337000,5400,38180,5028.6,33232.9,9688,1
237000,6750,39472.6,3664.6,35016.1,10636.4,27
230000,5600,41476,1699.6,37735,11078.6,60
230000,6000,37546.3,6125.6,32194.8,9387.3,67
294000,8100,41397.7,2008.6,37502.7,11457.6,53
235000,6480,41392.1,2579.4,37309.3,11900.1,47
275000,5400,38650.1,5655.4,33522.1,10272.6,87
290000,6600,37879.4,6707.1,32343,9808.9,67
280000,43560,37417.1,7442,31596.2,9550,68
287000,6750,42108,2041,38259.4,10910.8,29
250000,5400,38659.1,5883.5,33457.5,10346.9,59
370000,8100,41740,2494.1,37705.7,11593.5,0
265000,6104,38341.4,6516.5,32908.8,10193.3,67
249500,6750,42270.3,2076.4,38418.9,10812.5,53
175000,7649,38246.9,6644.3,32765.8,10127.8,62
290000,4560,42081,2401.2,38072.8,11235.4,19
265000,5552,39089.5,5793.8,33933,10702.9,69
245000,6000,38714.5,6486,33316.1,10537.5,67
2.00E+05,9450,41790.6,3229.4,37534.9,12161.9,70
188500,8100,38041.2,7956.1,32114.3,10241.4,69
292000,13486,40619.2,4937.9,35800.2,11917.6,70
195300,5400,42487.3,2988,38326.6,11433.7,60
249000,6750,40242.9,5441.1,35260.7,11656.2,69
275000,6750,40189.8,5506.5,35184.5,11621.3,62
193000,6700,42075.1,3458.8,37762.9,12142.2,22
295000,6500,39398.6,6628,33986.9,11207.4,17
225000,9112,40863.7,4891.7,36074.9,12137.1,58
290000,6750,40496,5366,35548.2,11874.6,68
215000,8160,38902.5,7296.3,33253.3,10852.7,50
255000,6750,42541,3248,38303.1,11602,54
3.00E+05,6730,40988.1,5111.1,36141.2,12288,63
280000,8340,38461.6,8314.6,32453.9,10702.8,69
307000,6412,39810.6,6612.4,34439.8,11559,21
267000,6750,42037.6,4087,37537.4,12698.1,67
260000,3720,41401.5,4989.9,36600.4,12661.8,39
150000,6750,40012.5,6593.8,34659.1,11728.7,61
265000,9640,39098.7,7757,33312.2,11127.6,70
235000,6750,39847.7,7213,34290,11709.7,61
260000,5098,39431,7948.2,33612.3,11465.9,29
230000,6150,38933.9,8718.8,32837.4,11224.8,70
225000,5146,39582.1,7948.1,33775.2,11601.8,38
230000,6750,40364,7804.2,34655.2,12288,67
255000,6750,41038.7,7509.6,35463.8,12873.7,60
270000,6750,43282.2,5372.8,38452.2,12834.8,56
74900,5668,33550.4,9873.6,26602.5,7144.1,66
215000,8175,33565.2,10471.9,26414.5,7411.6,46
1.00E+05,6600,34044.1,10555.8,26917.4,7794.4,66
155000,5450,34695.7,9985.1,27822.1,8054.3,57
117000,6600,34292.6,10751,27131.9,8059.8,66
110000,6600,34226.9,10866.6,27025.4,8061.2,66
130000,5250,34828.5,10136.2,27918.3,8214,65
115000,8325,34597.8,10558.1,27516.8,8217.5,60
110000,8325,34677.3,10688.5,27560.5,8330.2,61
140000,8096,34482.6,11326.8,27163.8,8449.3,21
90000,6800,35101.4,10437.3,28109.5,8551.6,71
90000,9300,34950.1,10833.1,27815.5,8592.6,60
135000,7500,34559.1,11432.3,27117.4,8696.3,56
219000,8200,35251.4,10988.5,27726.2,9429,50
174000,10500,37891.5,10971.8,30388.8,11747.3,15
215000,7500,39635.7,11953.8,32640.4,12688.3,18
110000,7500,39528.6,12111.5,32397.3,12723.3,57
185000,7500,39811.6,12203.7,32750.3,12916.8,58
185000,9546,39601.8,11662.3,32339.3,12931.2,61
220000,9095,39555.1,11585.9,32263.2,12921.7,56
190000,8325,39279.7,11209.3,31835.6,12896.8,62
125000,8175,39505,10939.1,32019.7,13163.2,62
205000,8175,39873.2,11103.1,32491.3,13341.5,24
298000,7500,40307.5,9404.3,32506,12595.9,57
250000,8100,41515.3,10720.7,34223,14743.4,62
179900,7500,40911.7,9385.6,33212,13332.6,23
161000,6500,41880.2,10372.2,34534.7,15140.8,62
180000,7779,40584.9,8324.1,32517.3,11474.3,60
114900,7200,41707,9578.7,34148.4,14328.8,61
185000,8281,41914.6,9641.6,34397.4,14612,52
128000,12653,42419.1,10060.2,35054.3,15458.7,59
205000,12653,42419.1,10060.2,35054.3,15458.7,59
125000,7050,41692,8718.4,33936.6,13411.4,62
175000,7050,40904.6,7858.5,33053.1,11628.6,22
127500,6500,42749,10003.3,35391.6,15706.5,65
139000,6000,42499.3,9475.6,35003.7,14909.6,65
178000,6000,42970.2,9662.2,35550.7,15547.3,63
210000,6600,42857.1,9210.1,35330.5,14935.9,63
110000,6600,43214.8,9148.1,35712.5,15215.3,63
128000,6600,43214,9005.7,35680.8,15062.3,64
160000,5000,41567.6,7377.2,34177.2,12259.2,93
145000,7000,41898.9,7440.9,34381.9,12590.2,67
137000,7000,42864.9,7894.3,35044.9,13601.8,61
175000,12824,40705.7,6685.1,33999.4,11395.1,57
210000,6000,43692.1,8550.9,36098.9,15026.2,19
132500,7000,41349.5,6581.6,34702.5,12032.3,64
145000,6000,44441.3,8594.8,36912.4,15713.6,63
158000,5400,43099.3,7441.1,35851.3,13804.3,58
190000,7000,41759.3,6557,35191.1,12466.1,84
120000,7000,41320.9,6302,34985.9,12024.2,63
85000,7000,41230.1,6252.7,35004,11935.2,63
169000,7000,41604.4,6310.9,35297.8,12322.3,57
235000,6480,44300.1,7786.1,36948,15053.2,0
190000,7803,43353.6,7173.7,36467.5,14104.3,63
157500,7000,42624.2,6757.3,36078.8,13371.7,66
193000,8400,45009.8,7998.7,37710.2,15806.8,61
76000,10500,41056.3,5482,35653.3,11829.4,75
182000,7000,41071.9,5389.8,35794.7,11857.1,46
213000,8450,41950.3,5833.1,36372.7,12755.9,26
150000,7000,45056.8,7839.4,38029.3,15880.1,63
240000,7000,43297,6549.9,37151.5,14117.8,0
111000,7000,41566.5,5467.3,36348.8,12382.4,66
260000,7000,44235.9,7091.5,37781.9,15071.2,50
170000,10500,43006.5,6125.1,37312,13850.5,69
214000,7000,45159.2,7626.5,38542.6,16019.3,60
90000,7000,43265.9,6165.5,37604,14123.6,58
180000,7000,42529.1,5666.5,37260,13385.4,62
215000,14000,41768.8,5213.7,36917.6,12624.9,27
2.00E+05,7000,44161.4,6752.5,38167.3,15028.3,67
235000,7000,40907.4,4561.9,36672.8,11770.4,1
244000,9450,40735.8,4441.3,36601,11599.2,44
169000,7000,41888.4,5020.5,37273.6,12764.2,62
189000,7000,41838.8,4990.9,37251.7,12714.6,57
173000,7000,42614,5391.7,37729.2,13497.3,61
178000,7000,41881.8,4913.2,37398.9,12764.6,60
191000,5900,42220.5,5005.8,37720.6,13111.9,45
195000,7700,41464.3,4369.7,37601.2,12366.7,21
212500,7210,41205.7,4165.7,37575.7,12111.3,66
150000,7210,43068.2,5076.5,38968.9,13965.4,62
120000,10725,43868.1,5600,39514.7,14763.6,70
215000,9610,43053.7,4926.1,39151.5,13949.2,55
81000,5000,34005,6755.1,25163.2,6028.7,55
75000,5000,34037.5,6475.6,25107.7,5616.7,38
1.00E+05,5000,33123,5941.8,24772.3,4528.3,69
179900,5000,32613.2,5762.2,24610.6,4047.8,11
80000,5000,32572.9,5607.5,24738.7,3951.4,64
163200,7500,34528,6352.6,25683.2,6009.1,14
150000,5000,34443.1,6171.2,25557.9,5678.1,10
115000,6625,34736,6422.2,25950.7,6305.9,70
177000,3750,34797.7,6504.6,26040,6449.7,20
90000,3500,33682.6,5695.1,25425.5,4897.3,60
130000,5000,30746.1,4719.2,24602,2080,20
99900,5250,35223.9,6418.2,26518.3,6732.5,63
82100,6656,33629.6,5336,25753.3,4738.1,57
105000,7150,33303.3,5163.1,25609.2,4409.9,52
87000,5100,30714.2,4461.9,24834.8,1939.8,61
132000,5100,30573.6,4416.4,24802.5,1808.1,68
1.00E+05,8250,35261.9,6031.2,26470.8,6300.7,70
85000,5500,35344.2,5989.5,26600.2,6357.7,53
116500,8250,31351.1,4405.7,25229.7,2452.8,68
110000,5500,30890.3,4266,25122.8,2010.8,77
82500,5500,30440.9,4119.9,25023.3,1580,77
145000,16900,32975.6,4694.1,25853.5,3991.9,92
130000,5500,29901.9,3837.2,25015.3,1026.6,19
135000,5500,31178.3,4104.3,25443.8,2209.6,69
117000,7106,30199.4,3790.8,25229.5,1263.6,77
210000,9772,35538,5813.5,27041.8,6487.4,0
105000,5500,30746.5,3851.2,25446.1,1756.4,54
205000,9087,33663.4,4715.7,26377.6,4619.1,59
160000,6750,34153.4,4807,26737.7,5079.9,11
140000,4616,35038.6,5271.3,27124.9,5953.5,7
195000,5400,34268.4,4678.7,26997.8,5167.1,14
137000,5500,30879.6,3485.8,25944.5,1793.6,17
124000,7000,35878.2,5346.8,28069.5,6727.2,70
180000,4650,33812,3892.4,27408.2,4648.5,0
119000,5250,28194.7,2051,26074.5,919.8,70
94700,6525,35472.2,4811.7,28174.6,6288.2,68
1.00E+05,7906,34901,4369.7,28012,5710.8,68
137500,5280,37799.8,6798,29379.1,8777.9,69
76800,4280,35477,4649.3,28383.7,6275.4,76
110000,6525,38686.1,8721.2,30666.2,10955.1,60
155000,7231,34056,3528.2,28042.2,4850.2,36
101000,9345,35894.2,4864.9,28746,6685.2,68
133000,14000,38299.6,7389.1,30010.6,9566.2,79
155000,5500,28856.3,1705.6,26703,283.2,38
107000,6900,28757.9,1536.6,26874.1,313.6,64
127000,5950,32429.8,2502.7,27756.3,3217,32
190000,4400,37304.5,5951,29573.8,8080.5,0
130000,7250,28412.8,1385.3,26891.5,649.9,58
87000,5340,35836,4646.2,29000.7,6612.4,62
148000,4500,33175.5,2679,28127.5,3951.5,8
180000,5200,38316.5,6829.8,30182.9,9087.1,17
106000,7250,28415.8,1240,27042.9,655.2,60
168000,8700,35218.1,4045.5,28913.6,5989.3,62
125000,7120,35866.7,4553.7,29224.4,6635.3,24
145000,8700,35317.7,4079.9,29026.4,6086.1,62
201300,5500,33879.8,2933.5,28573.1,4646.9,23
115000,6000,30370,1525.7,27612.3,1136.6,65
76000,4176,37419.9,5882.8,30025.7,8182.5,80
1.00E+05,8366,38755.4,7134.6,30614.6,9517.4,71
150000,8366,38755.4,7134.6,30614.6,9517.4,71
120000,4828,36222.9,4744.3,29560,6983.8,78
132000,8550,26124.1,407.4,27138.9,3037.9,63
169000,4176,37328.9,5748,30111.8,8086.4,8
85000,7436,35899,4303.7,29749.3,6646.4,66
156000,7961,33654.4,2377.4,29016.6,4397.9,65
175000,4350,36586.5,4929.7,30104.7,7329.8,0
120000,6000,30764,1049.4,28261.8,1506.1,64
115000,6000,30705,1039.7,28250.4,1447,64
175000,6000,30581.6,1014.4,28227.1,1323.4,24
135000,6000,30335.2,933.8,28182,1076.5,36
140000,5444,37039.8,5321.3,30402.2,7777.9,48
80000,4399,33895.4,2493.4,29242.6,4633.5,77
175000,4350,36691.7,4985.3,30269.5,7429.8,0
149900,7436,34674.3,3092.9,29510.6,5412.5,60
77800,7452,39395.6,7594.6,31494.1,10133.5,68
106900,7020,32691.2,1591,28904.5,3429.4,65
155000,7020,32691.2,1591,28904.5,3429.4,65
205000,9000,31933.2,1160.3,28715.5,2671.3,1
82500,6625,33893,2410.7,29357.9,4631.1,46
96500,8520,31272.5,927.8,28572.6,2010.6,64
78000,6000,30519.2,756.2,28462.1,1257.4,62
115500,6000,30451.4,734.4,28449.7,1189.6,64
124900,6000,30451.4,734.4,28449.7,1189.6,64
97000,7452,39288,7466.6,31568.4,10025.3,68
352000,10100,25763.5,262.9,27971.7,3377.1,29
115000,6000,39474.6,7626.6,31839.2,10209.8,56
90000,7236,33591.5,1995.1,29504.4,4327.5,65
395000,9916,27318.8,64.5,28148.1,1872.7,21
210000,7431,32996.3,1526.5,29340.1,3732.4,65
176500,9016,30861.1,487.3,28841.4,1598,41
209000,10026,26813.1,318.3,28241.3,2354.7,77
245000,10026,26813.1,318.3,28241.3,2354.7,77
395000,13050,28222.7,0,28376.2,962.3,19
198000,8500,33656.8,1967,29699.7,4391.8,59
160000,7500,33204.9,1576.7,29572.7,3939.8,58
208000,6000,39359.2,7482.6,32014.1,10090.6,31
217000,6608,36524.9,4676.9,30819.9,7257.3,0
110000,8250,33909.5,2131.6,29918.1,4642.1,69
460000,9800,26349.9,682.9,28500.7,2846.3,21
185000,5440,35244.4,3379.4,30486.7,5972.9,0
150000,7612,33809.6,2005.1,30030.1,4539.2,69
235000,9750,30762.3,109.2,29178.4,1491.1,60
118000,6166,35143.7,3260.4,30615,5869.1,62
280000,7500,27949.7,509.4,28856,1252.1,21
150000,7000,38232.7,6321.8,31893.4,8955,36
